COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,COUNTRY,COUNTRY_CODE,STATE_PROVINCE,SUBNATIONAL1_CODE,COUNTY,SUBNATIONAL2_CODE,BCR CODE,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/25/15,10:10:00,obsr292096,S22073095,50,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/26/15,10:45:00,obsr601493,S22081848,44,,2,1,G1160351
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/22/15,10:55:00,obsr95541,S22025989,198,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,11:30:00,obsr146271,S22095013,10,,2,0,G1161129
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,11:43:00,obsr397397,S22094110,1,,10,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,8:30:00,obsr352113,S22095229,45,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,8:55:00,obsr339747,S22093173,15,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/26/15,9:30:00,obsr222766,S22081958,70,,4,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/26/15,9:37:00,obsr221678,S22081932,45,0.161,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/26/15,10:45:00,obsr504941,S22081355,44,,2,1,G1160351
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/26/15,8:10:00,obsr26215,S22079752,70,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3445110,P,47.5258594,-122.0477843,2/28/15,8:15:00,obsr61419,S22106000,45,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,9:30:00,obsr296388,S22094948,140,,10,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3406404,P,47.5258004,-122.046985,2/28/15,8:05:00,obsr115374,S22106255,53,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,11:30:00,obsr554038,S22095026,10,,2,0,G1161129
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,11:40:00,obsr175075,S22097770,90,0.161,2,1,G1383917
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,10:10:00,obsr287974,S22096617,95,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/28/15,9:00:00,obsr218595,S22118729,105,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/21/15,12:17:00,obsr107483,S22124630,16,0.322,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/28/15,8:25:00,obsr291158,S22114596,135,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/26/15,13:00:00,obsr465142,S22117814,45,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/28/15,13:30:00,obsr197616,S22112558,45,,4,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/28/15,9:15:00,obsr187607,S22117493,90,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/28/15,9:30:00,obsr201220,S22115162,120,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3610581,P,47.5120298,-122.0283694,2/28/15,10:00:00,obsr238027,S23205999,120,,5,0,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/28/15,11:00:00,obsr359931,S22137448,20,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,11:40:00,obsr631159,S24721670,90,0.161,2,1,G1383917
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/27/15,,obsr725950,S28503738,,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,2/20/15,8:36:00,obsr97255,S21989259,123,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/7/15,9:46:00,obsr321312,S22219748,116,,7,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/7/15,9:11:00,obsr159453,S22217548,180,40.234,2,0,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/7/15,8:43:00,obsr437150,S22404225,160,,2,1,G1183923
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/27/15,14:05:00,obsr22584,S22550423,20,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/29/15,10:20:00,obsr229640,S22946622,100,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/7/15,8:43:00,obsr50351,S22246959,160,,2,1,G1183923
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3459137,P,47.525684,-122.046842,3/6/15,12:44:00,obsr186819,S22241880,40,0.161,5,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/8/15,9:30:00,obsr171915,S22245137,240,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/8/15,11:30:00,obsr155468,S22244233,61,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/17/15,12:15:00,obsr398799,S22415862,40,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/17/15,9:25:00,obsr417931,S22427321,30,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/9/15,11:25:00,obsr545852,S22265579,120,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3471356,P,47.525684,-122.046842,3/8/15,12:45:00,obsr133018,S22266426,45,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/29/15,14:09:00,obsr196731,S22588613,45,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/10/15,,obsr330265,S22291826,,,,0,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,9:00:00,obsr202578,S22124832,95,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/12/15,8:15:00,obsr159835,S22310749,45,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/22/15,10:00:00,obsr446361,S22468713,75,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/29/15,13:00:00,obsr504107,S22608984,150,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,9:45:00,obsr202620,S22141563,45,,2,1,G1164609
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,8:30:00,obsr308207,S22126994,120,,35,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,8:20:00,obsr421091,S22134193,137,,2,1,G1164098
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,11:45:00,obsr292809,S22136657,240,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,9:45:00,obsr355769,S22137964,45,,2,1,G1164609
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,7:45:00,obsr533236,S22136603,135,0.402,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,9:00:00,obsr285965,S22131377,95,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,8:20:00,obsr50573,S22125003,137,,2,1,G1164098
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,9:30:00,obsr314455,S22126133,60,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/22/15,13:20:00,obsr196789,S22474121,120,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/2/15,17:07:00,obsr204514,S22157348,1,,2,0,G1165706
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/2/15,9:00:00,obsr141933,S22143202,42,,2,1,G1164840
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/2/15,9:00:00,obsr240895,S22144168,42,,2,1,G1164840
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/2/15,17:07:00,obsr275718,S22149167,1,,2,0,G1165706
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/2/15,11:22:00,obsr204514,S22146593,43,0.048,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/1/15,15:25:00,obsr321305,S22137087,55,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/11/15,9:54:00,obsr18326,S22344242,115,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/14/15,11:45:00,obsr297705,S22350897,180,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/23/15,14:40:00,obsr253152,S22505317,45,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3513133,P,47.525634,-122.046729,3/24/15,15:45:00,obsr221678,S22508661,45,,2,1,G1191860
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3513133,P,47.525634,-122.046729,3/24/15,15:45:00,obsr278970,S22508739,45,,2,1,G1191860
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/3/15,11:30:00,obsr206280,S22172584,60,,5,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/20/15,8:00:00,obsr20837,S22793912,30,,1,0,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3457767,P,47.5223551,-122.041872,3/5/15,12:00:00,obsr38937,S22188163,30,,4,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3459586,P,47.5325598,-122.0286655,3/6/15,11:45:00,obsr205538,S22198036,80,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3459137,P,47.525684,-122.046842,3/6/15,9:02:00,obsr186819,S22195275,65,0.322,3,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/16/15,10:40:00,obsr313606,S22385272,40,0.322,3,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/16/15,9:30:00,obsr100913,S22381988,100,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/26/15,13:00:00,obsr324596,S22533704,90,,2,0,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/6/15,9:39:00,obsr465142,S22203194,40,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,3/27/15,14:25:00,obsr330019,S22548910,,,3,0,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,4/1/15,13:00:00,obsr397587,S22761641,60,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,4/2/15,10:58:00,obsr291283,S22646631,168,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,4/1/15,12:45:00,obsr203715,S22635802,90,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,4/2/15,14:13:00,obsr283718,S22649022,13,,1,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,4/2/15,15:35:00,obsr319794,S22653638,120,,2,1,
Brambling,Fringilla montifringilla,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3438602,H,47.5257183,-122.0479976,4/2/15,14:02:00,obsr232684,S22647680,20,,1,1,